id,user_id,item,category,price,state
807,377,36,Computers,93.59,successful
808,13,31,Baby,96.53,successful
809,450,21,Home,20.54,successful
810,45,56,Games,1.46,successful
811,194,41,Industrial,78.31,successful
812,334,23,Toys,42.73,successful
813,555,3,Automotive,25.52,successful
814,488,66,Tools,31.26,successful
815,533,39,Computers,91.05,successful
816,81,7,Industrial,16.66,successful
817,479,84,Tools,60.44,successful
818,492,68,Home,5.84,successful
819,74,21,Grocery,27.85,successful
820,369,80,Beauty,20.04,failed
821,594,25,Health,26.21,successful
822,84,76,Home,17.45,successful
823,374,56,Music,53.51,successful
824,85,79,Clothing,51.64,successful
825,307,94,Outdoors,36.6,successful
826,508,74,Tools,30.5,successful
827,161,92,Clothing,60.24,successful
828,98,74,Jewelery,65.71,successful
829,565,78,Automotive,76.07,successful
830,584,53,Garden,56.09,successful
831,337,82,Beauty,34.66,successful
832,30,97,Clothing,17.57,successful
833,453,12,Shoes,44.62,successful
834,38,22,Industrial,23.13,successful
835,278,83,Industrial,34.82,successful
836,38,55,Garden,19.84,successful
837,51,91,Music,30.69,successful
838,311,65,Beauty,62.23,successful
839,244,94,Grocery,29.38,successful
840,355,56,Sports,50.52,successful
841,206,69,Industrial,37.68,successful
842,337,58,Computers,56.58,successful
843,75,25,Shoes,15.43,successful
844,175,80,Sports,73.86,failed
845,172,66,Movies,52.08,successful
846,312,48,Computers,40.74,successful
847,558,28,Shoes,78.56,successful
848,184,37,Jewelery,30.04,successful
849,4,42,Home,48.47,successful
850,14,22,Home,11.52,successful
851,47,35,Clothing,8.96,failed
852,121,78,Home,38.09,successful
853,420,86,Toys,1.2,successful
854,154,57,Sports,16.78,successful
855,582,64,Music,33.46,successful
856,550,65,Baby,42.93,successful
857,180,18,Garden,88.39,successful
858,336,18,Grocery,98.12,successful
859,133,42,Sports,95.19,successful
860,528,88,Games,26.66,successful
861,500,35,Outdoors,47.91,successful
862,343,82,Shoes,14.69,successful
863,117,59,Computers,60.81,successful
864,543,22,Baby,54.87,successful
865,477,58,Computers,23.59,successful
866,329,82,Electronics,8.23,successful
867,475,90,Beauty,98.6,successful
868,303,84,Music,26.95,successful
869,105,76,Movies,59.3,successful
870,102,97,Sports,44.41,successful
871,285,67,Baby,1.38,successful
872,22,74,Shoes,90.38,successful
873,273,79,Tools,21.31,successful
874,582,100,Industrial,59.05,successful
875,291,41,Clothing,85.88,successful
876,94,81,Industrial,88.17,successful
877,400,97,Sports,53.25,successful
878,186,36,Clothing,25.53,successful
879,121,33,Shoes,54.3,successful
880,591,92,Books,99.0,successful
881,523,87,Music,41.16,successful
882,555,28,Outdoors,30.61,successful
883,580,20,Games,10.09,successful
884,414,36,Home,87.26,successful
885,169,59,Industrial,78.85,successful
886,207,64,Garden,90.6,successful
887,147,9,Music,71.83,successful
888,142,34,Baby,74.5,successful
889,107,29,Kids,68.0,successful
890,574,75,Garden,62.24,successful
891,65,61,Automotive,8.19,successful
892,400,71,Outdoors,63.96,successful
893,315,38,Grocery,37.29,successful
894,101,81,Shoes,67.35,successful
895,535,4,Music,71.01,successful
896,318,28,Kids,64.19,successful
897,352,54,Sports,37.31,successful
898,512,42,Books,87.15,successful
899,571,99,Tools,71.9,successful
900,248,96,Movies,84.78,successful
901,202,36,Health,93.65,successful
902,190,12,Industrial,81.2,successful
903,337,42,Health,17.27,successful
904,393,13,Grocery,58.13,successful
905,236,54,Computers,16.22,successful
906,268,3,Grocery,48.96,successful
907,565,46,Grocery,46.94,successful
908,479,77,Kids,94.21,successful
909,538,98,Jewelery,54.88,successful
910,457,100,Movies,73.25,successful
911,440,100,Shoes,91.97,successful
912,273,72,Computers,94.53,successful
913,59,71,Tools,53.6,successful
914,401,12,Automotive,2.51,successful
915,305,29,Kids,64.4,successful
916,447,65,Kids,37.06,successful
917,346,7,Electronics,48.12,successful
918,484,94,Grocery,98.59,successful
919,409,38,Books,99.6,successful
920,561,81,Sports,23.59,successful
921,299,54,Baby,90.31,successful
922,589,1,Health,47.92,successful
923,193,32,Movies,66.75,successful
924,201,30,Garden,55.87,successful
925,267,61,Beauty,92.67,failed
926,230,13,Grocery,82.02,successful
927,190,26,Baby,75.45,successful
928,174,54,Jewelery,97.98,successful
929,486,66,Sports,94.18,successful
930,328,12,Garden,9.01,successful
931,217,85,Jewelery,29.89,successful
932,226,96,Clothing,36.36,successful
933,526,52,Garden,58.34,successful
934,26,71,Clothing,27.62,successful
935,193,52,Home,88.9,successful
936,548,100,Books,43.9,successful
937,300,27,Books,5.64,successful
938,253,97,Toys,32.22,successful
939,377,48,Industrial,49.94,successful
940,400,88,Garden,31.63,successful
941,532,51,Computers,26.16,successful
942,158,66,Home,3.64,successful
943,566,53,Garden,6.97,successful
944,152,60,Home,50.67,successful
945,345,75,Shoes,61.27,successful
946,61,100,Music,20.14,successful
947,365,69,Jewelery,3.01,successful
948,131,69,Sports,72.32,successful
949,271,69,Kids,22.36,successful
950,206,39,Beauty,58.44,successful
951,289,21,Garden,94.28,successful
952,167,89,Jewelery,21.09,successful
953,6,12,Grocery,68.59,successful
954,383,7,Home,88.2,successful
955,60,23,Toys,7.54,successful
956,549,9,Movies,27.3,successful
957,135,87,Industrial,32.81,successful
958,340,95,Shoes,8.93,successful
959,13,87,Tools,56.15,successful
960,55,20,Grocery,50.78,successful
961,361,69,Sports,48.35,successful
962,276,47,Clothing,33.29,successful
963,449,75,Garden,72.05,successful
964,84,89,Electronics,83.27,successful
965,363,94,Electronics,42.5,successful
966,420,94,Movies,3.89,successful
967,192,1,Industrial,30.38,successful
968,522,63,Kids,33.83,successful
969,327,38,Electronics,27.47,successful
970,375,39,Shoes,1.41,successful
971,505,63,Tools,22.68,successful
972,447,30,Beauty,51.6,successful
973,165,41,Games,5.01,successful
974,257,86,Health,43.22,successful
975,510,46,Electronics,8.34,successful
976,5,98,Grocery,26.07,successful
977,415,18,Books,52.53,successful
978,38,40,Garden,51.39,successful
979,577,47,Garden,94.51,successful
980,377,59,Electronics,34.37,successful
981,88,83,Tools,58.27,successful
982,38,50,Electronics,12.01,successful
983,424,69,Health,66.71,successful
984,516,98,Games,37.44,successful
985,106,11,Home,73.04,successful
986,131,68,Jewelery,44.51,successful
987,204,78,Baby,9.64,successful
988,30,92,Electronics,46.03,successful
989,285,29,Health,61.44,successful
990,118,73,Computers,92.39,successful
991,539,18,Health,58.75,successful
992,186,51,Music,23.25,successful
993,325,45,Grocery,51.44,successful
994,29,40,Jewelery,22.46,successful
995,524,57,Health,88.48,successful
996,497,98,Computers,51.22,successful
997,198,20,Tools,24.37,successful
998,243,49,Home,63.2,successful
999,190,76,Computers,55.91,successful
1000,375,80,Kids,43.78,successful
